J szám,DÁTUM,CÉGNÉV,CÍM,ÜGYFÉL NEVE,MUNKASZÁM,eszköz,Gyáriszám,HIBAJELENSÉG,ELKÉSZÜLÉS ,NYITOTT - 1 LEZÁRT  - 0,MUNKAÓRA,DOLGOZÓ,VÉGZETT MUNKA,FELHASZNÁLT ANYAG,"
JAVÍTÁS HELYE
1-GYÁRTÁS
2-SZÉV
3-EGYÉB",MEGJEGYZÉS,"Javított egység beépítési
helye",Szervízlap száma,Egyéb információk,
T-J00516,2024/06/28,NCT(TAKSONY),Taksony,üzem,M17226,DSC-40/80-RE,42D-12-5732,Kopányi Geri tudja a hibajelenséget,,1,,,,,3,Fejlesztésre kerül vizsgálatra (Kopányi Gergely),,,,
T-J00517,2024/06/28,NCT(TAKSONY),Taksony,üzem,M17226,DAC-60/120-LT,43E-14-7350,Kopányi Geri tudja a hibajelenséget,,1,,,,,3,Fejlesztésre kerül vizsgálatra (Kopányi Gergely),,,,
T-J00518,2024/07/25,NCT(TAKSONY),Taksony,üzem,M23033,Ai15 ,D05-10-10636,Kattog (Reskó G/.Molnár Sz.),,,,,,,,,,,,
T-J00519,2024/08/02,NCT(TAKSONY),Taksony,üzem,M19102,DAC-40/80-RT,43E-14-6392,4000rpm fölött nem gyorsul megfelelően(Gyéresi Cs.),,,,,,,,,,,,
T-J00520,2024/08/29,NCT(TAKSONY),Taksony,üzem,M23113,ETPC,00C-20-2247-0503,nem érzékeli a tapintást,,,,,,,,,,,,
T-J00521,2024/08/29,NCT(TAKSONY),Taksony,üzem,M23092,PCD-3-40-24-R,579-11-4164,"rosszul lett bekötve, elfüstölt",,,,,,,,,,,,
T-J00522,2024/09/12,NCT(TAKSONY),Taksony,üzem,M24016,DSC-20/40-RE,42C-12-7491,"Status Led nem világít, ethercat nem látszódik/kommunkál(Reskó G.)",,,,,,,,,,,,
T-J00523,2024/09/13,NCT(TAKSONY),Taksony,üzem,M23114,TTLACT kártya,033-402326-0876,nem ismeri fel a kártyát(Zelei J.),,,,,,,,,,,,
T-J00524,2024/09/20,NCT(TAKSONY),Taksony,üzem,M23143(M19104),DSC-20/40-RE,42C-12-6266,"hibás, nem hajtja a motort. Hibajelzés nincs(Reskó G.)",,,,,,,,,,,,
T-J00525,2024/10/16,NCT(TAKSONY),Taksony,üzem,M23180,DSC-10/20-RE,42B-12-7597,"kiesett, vagy bele esett egy csavar.",,,,,,,,,,,,
T-J00526,2024/10/17,NCT (TAKSONY),Taksony,üzem,M24074,DSC-10/20-RE,42B-12-3803,elnyalta a csavar a menetet(Molnár Sz.),,,,,,,,,,,,
T-J00527,2024/10/25,NCT (TAKSONY),Taksony,üzem,M23180,TTLCAN kártya,012-30-0361,"zárlatos jeladó lett rákötve, elfüstölt (Reskó G.)",2025.01.29.,,"1,00",Petró F.,"Hibás működést nem tapasztaltam, az A csatornánál lévő L1 tekercs kicsit megégett, csere, átalakítjuk ENDAT kártyára",,,,,,,
T-J00528,2024/10/29,NCT (TAKSONY),Taksony,üzem,M23092,KB2ECAT + ADAPT kártya,"003-40-1783
423-10-0067",bekapcsoláskor nem látszott semmi az ethercat láncon,,1,,,,,3,Kiss Józsinak átadva 10.30,,,,
T-J00529,2024/11/28,NCT(TAKSONY),Taksony,üzem ,M24018,DSC-20/40-RE,42C-12-6266,IGBT hiba,,,,,,,,,,,,
T-J00530,2024/12/13,NCT(TAKSONY),Szalóky,,M23121,DSC-20/40-LE,42C-11-7386,VKC hiba (Molnár Sz.),,,,,,,,,,,,
T-J00531,2025/01/30,NCT(TAKSONY),Taksony,üzem,M24030,PRC-3-40-80,57C-11-4191,"Ready JEL elsőre billeg, majd beáll 1-be",,,,,,,,,,,,
T-J00532,2025/02/04,NCT(TAKSONY),Taksony,üzem,M23023,TTLACT kártya,033-40-2326-0886,nem ad tápot(Lovas Gabi),,,,,,,,,,,,
T-J00533,2025/02/19,NCT(TAKSONY),Taksony,üzem,M23123(M22149),IPS2,607-10-1398,24V DC OUT1 csatornán nincs 24V fesz. A ready lámpa sem világít,,,,,,,,,,,,
T-J00534,2025/02/19,NCT(TAKSONY),Taksony,üzem ,M23123,DPU1904,24395-0700,időnként villog (Reskó G.),,,,,,,,,,,,
T-J00535,2025/03/03,NCT(TAKSONY),Taksony,üzem,M24041,DAC-60/120-LE,43E-11-7165,"6000ford. eldobta magát , majd elfüstölt (Szászi D.)",,,,,,,,,,,,
T-J00536,2025/03/04,NCT(TAKSONY),Taksony,üzem,M24041,DSC-20/40-LE,42C-11-5607,"felrobbant a varisztor, elfüstöltek a kondik (Becsei P.)",,,,,,,,,,,,
T-J00537,2025/03/12,NCT(TAKSONY),Taksony,üzem,M24083,DSC-20/40-RE,42C-12-7664,furatjavításra (bal alsó) visszaküldve,,,,,,,,,,,,
T-J00538,2025/03/14,NCT(TAKSONY),Taksony,üzem,M23085,DSC-10/20-LE,42B-117651,engedélyezéskor mindig túláram hiba lesz(Reskó G.),,,,,,,,,,,,
T-J00539,2025/04/24,NCT(TAKSONY),Taksony,üzem,M23180,EPU-R,004-20-2431-0497,"Balogh Józsi hozta vissza az Arzenáltól, de nem tudja mi a baja",2025.07.11.,0,"2,00",Petró F.,"EtherCat hiba, ET1100 átforr után ugyanaz, csere és RJ45 csati tisztítás után jó, több napi rázás, stabil, tisztítás",1db ET1100,,,,,,
T-J00540,2025/04/29,NCT(TAKSONY),Taksony,üzem,M13199,DS-18/36-EE ,424-10-2024,Hibás(Kun Laci),,,,,,,,,,,,
T-J00541,2025/05/16,NCT(TAKSONY),Taksony,üzem,M23091,IPS1,606-10-1426,nem csinál 24V-ot,,,,,,,,,,,,
T-J00542,2025/05/23,NCT(TAKSONY),Taksony,üzem,M21175,AiB8-54-30-EH/E,F04-11-10276,elfelejti a pozíciót(Simon Szabi),,,,,,,,,,,,
T-J00543,2025/05/01,NCT(TAKSONY),Taksony,üzem,M24041,"Tapasztalt hiba, ET 1200 nyomásra nagy nehezen működött, (Vision 2023.10).újraforrasztás után teszt oké",006-10-1745,ECAT kommunikáció hiba,2025.06.05.,0,"0,50",Petró F.,"Tapasztalt hiba, ET 1200 nyomásra nagy nehezen működött, újraforrasztás után teszt oké",,,,,,,
T-J00544,2025/06/10,NCT(TAKSONY),Taksony,üzem,M21137,40-00010687-00,22354-0237,"Pultszerelés közben megsérült a 15""kijelző (Somogyi A)",,,,,,,,,,,,
T-J00545,2025/06/10,NCT(TAKSONY),Taksony,üzem,M24132,TDR-240-24,,Nem kap tápot,,,,,,,,,,,,
T-J00546,2025/06/13,NCT(TAKSONY),Taksony,üzem,M20034,PDC-3-40-24,579-11-3913,"24V-ot kap, nem kapcsol be",,,,,,,,,,,,
T-J00547,2025/06/13,NCT(TAKSONY),Tatabánya,,M22149,IPS2,,"rossz, nem tudjuk mi a gond",,,,,,,,,,,,
T-J00548,2025/06/19,NCT(TAKSONY),Taksony,üzem,M25005,PRC-3-40-80,57C-11-4214,Táp kikapcsolás hiba (Kovács Á.),,0,,,,,1,,,,,
T-J00549,2025/06/23,NCT(TAKSONY),Taksony,üzem,M24135,kártya O16,006-10-1923-1304,IC10 felrobbant(Domokos A),2025.09.19.,0,"3,00",Petró F.,"IC 10 csere, teszt és rázás oké",1db VN808,,,,,,
T-J00550,2025/08/26,NCT(TAKSONY),Taksony,üzem,M25012,O8RC kártya,034-10-2443-2738,"6,7 relé beégett (Szegedi Peti)",2025.09.18.,0,"1,00",Petró F.,"tapasztalt, 6,7,relé csere",2db G6D-1A-ASI,,,,,,
T-J00551,2025/08/26,NCT(TAKSONY),Taksony,üzem,M25012,O8RC kártya,034-10-2524-2814,7 relé beégett(Szegedi Peti),2025.09.18.,0,"1,00",Petró F.,"nem tap, 0,3ohm mozgatásra is többszöri ki be kapcsolásra is, 7 relé csere",1db G6D-1A-ASI,,,,,,
T-J00552,2025/09/24,NCT(TAKSONY),Taksony,üzem,M25012,O8RC kátrya,034-10-2524-2833,"5,6,7 relé közül vmelyik beégett (Benkó L.)",2025.10.20.,0,"1,00",Petró F.,"tapasztalt hiba, a 7-es meghúzott állaptban maradt, többi oké, relé csere után oké",1db G6D-1A-ASI,,,,,,
T-J00553,2025/10/01,NCT(TAKSONY),Taksony,üzem,M13244,IHDW,,lassan léptetve nem lépi le amennyit teker rajta (Diósi Nándi),,,,,,,,,,,,
T-J00554,2025/10/06,NCT(TAKSONY),Taksony,üzem,M25012,EPU,004-10-1749-0728,"egyik csatinak van valami érintkezés hibája, amint hozzáértünk az ethernet kábelhez, kiírta, hogy ethernet hiba (Kovács Á.)",2025.10.17.,0,"2,00",Petró F.,"nem tapasztalt hiba, csavarásra és ütésre se jött elő, csati érintkezők tiszták, rázatás több nap hibátlan, RJ1 (IN) érintkezői beljebb vannak, minkettő csere, utána is oké",,1,kapott cserét,,,,
T-J00555,2025/10/06,NCT(TAKSONY),Taksony,üzem,M25012,HWM,016-10-1010,csörgő hangja van (Kovács Á.),2025.10.13.,0,,Petró F.,"tapasztalt, fémreszelékek, szétszedés- tisztítás után oké",,1,,,,,
T-J00556,2025/10/16,NCT(TAKSONY),Taksony,üzem,M21132,DSC-60/120-RE,42E-12-7196,zörög(Szegedi Peti),,,,,,,,,,,,
T-J00557,2025/11/04,NCT(TAKSONY),Taksony,üzem,M21244,DAC-20/40-LE,43C-11-7865,jeladó hiba(Szászi D.),,,,,,,,,,,,
T-J00558,2025/11/14,NCT(TAKSONY),Taksony,üzem,M22133,DAC-40/80-LT,43E-13-5632,"Elejtettem, átnézésre vissza(Erika)",,,,,,,,,,,,
T-J00559,2026/01/15,NCT(TAKSONY),Taksony,üzem,M25180,DSC-20/40-LE ,42C-11-5526,nem indul,,,,,,,,,,,,
T-J00560,2026/02/11,NCT (TAKSONY),Taksony,üzem,M25014,DSC-20/40-LE,42C-11-7984,megszakadt a menet,,,,,,,,,,,,
T-J00561,2026/02/12,NCT(TAKSONY),Taksony,üzem,M25030,DAC-20/40-LE,43C-11-7965,árammérő hiba(Domokos A.),,,,,,,,,,,,
T-J00562,2026/02/26,NCT(TAKSONY),Taksony,üzem,M25028,DAC-40/80-RE,43D-12-7980,"1. bekapcsolás után engedélyeztetésre túláram hiba,2.engedélyeztetéstől kikapcsolásig jól működik.(Reskó G.)",,,,,,,,,,,,
T-J00563,2026/03/12,NCT(TAKSONY),Taksony,üzem,M25050,DAC-40/80-LE,43D-11-5632,Jeladó hiba(Benkó Levente),,,,,,,,,,,,
T-J00564,2026/03/12,NCT(TAKSONY),Taksony,üzem,M25050,DSC-10/20-LE,42B-11-7995,Jeladó hiba(Benkó Levente),,,,,,,,,,,,
T-J00565,2026/03/20,NCT(TAKSONY),Ganz,üzem,M24080,DAC-60/120-RS,43E-16-7568,Jeladó hiba+zörög benne vmi(Molnár Sz.),,,,,,,,,,,,
T-J00566,2026/04/22,NCT(TAKSONY),Taksony,üzem,M25066,O8RC ,034-10-2603-2944,"Rossz, nem ad jelet (bal oldali csati)",2026.05.15.,0,"1,00",Petró F.,"tapasztalt hiba, L10-L11 tekercsek le voltak szakítva az EtherCat ic mellett, csere után teszt oké",2db tekercs,,,,,,
T-J00567,2026/05/14,NCT(TAKSONY),Taksony,üzem,M25178,DSC-10/20-RE,42B-12-8139,menethiba (Lovas G.),,,,,,,,,,,,
T-J00568,2026/06/11,NCT(TAKSONY),Taksony,üzem,M25047,DSC-10/20-LE,42B-11-8176,X44 csati laza (Domokos A.),,,,,,,,,,,,
T-J00569,2026/06/17,NCT(TAKSONY),Taksony,üzem,M25032,DSC-10/20-RE,42B-12-8070,X44 hiba(Szegedi Dani),,,,,,,,,,,,
T-J00570,,,,,,,,,,,,,,,,,,,,
T-J00571,,,,,,,,,,,,,,,,,,,,
T-J00572,,,,,,,,,,,,,,,,,,,,
T-J00573,,,,,,,,,,,,,,,,,,,,
T-J00574,,,,,,,,,,,,,,,,,,,,
T-J00575,,,,,,,,,,,,,,,,,,,,
T-J00576,,,,,,,,,,,,,,,,,,,,
T-J00577,,,,,,,,,,,,,,,,,,,,
T-J00578,,,,,,,,,,,,,,,,,,,,
T-J00579,,,,,,,,,,,,,,,,,,,,
T-J00580,,,,,,,,,,,,,,,,,,,,
T-J00581,,,,,,,,,,,,,,,,,,,,
T-J00582,,,,,,,,,,,,,,,,,,,,
T-J00583,,,,,,,,,,,,,,,,,,,,
T-J00584,,,,,,,,,,,,,,,,,,,,
T-J00585,,,,,,,,,,,,,,,,,,,,
T-J00586,,,,,,,,,,,,,,,,,,,,
T-J00587,,,,,,,,,,,,,,,,,,,,
T-J00588,,,,,,,,,,,,,,,,,,,,
T-J00589,,,,,,,,,,,,,,,,,,,,
T-J00590,,,,,,,,,,,,,,,,,,,,
T-J00591,,,,,,,,,,,,,,,,,,,,
T-J00592,,,,,,,,,,,,,,,,,,,,
T-J00593,,,,,,,,,,,,,,,,,,,,
T-J00594,,,,,,,,,,,,,,,,,,,,
T-J00595,,,,,,,,,,,,,,,,,,,,
T-J00596,,,,,,,,,,,,,,,,,,,,
T-J00597,,,,,,,,,,,,,,,,,,,,
T-J00598,,,,,,,,,,,,,,,,,,,,
T-J00599,,,,,,,,,,,,,,,,,,,,
T-J00600,,,,,,,,,,,,,,,,,,,,
T-J00601,,,,,,,,,,,,,,,,,,,,
T-J00602,,,,,,,,,,,,,,,,,,,,
T-J00603,,,,,,,,,,,,,,,,,,,,
T-J00604,,,,,,,,,,,,,,,,,,,,
T-J00605,,,,,,,,,,,,,,,,,,,,
T-J00606,,,,,,,,,,,,,,,,,,,,
T-J00607,,,,,,,,,,,,,,,,,,,,
T-J00608,,,,,,,,,,,,,,,,,,,,
T-J00609,,,,,,,,,,,,,,,,,,,,
T-J00610,,,,,,,,,,,,,,,,,,,,
T-J00611,,,,,,,,,,,,,,,,,,,,
T-J00612,,,,,,,,,,,,,,,,,,,,
T-J00613,,,,,,,,,,,,,,,,,,,,
T-J00614,,,,,,,,,,,,,,,,,,,,
T-J00615,,,,,,,,,,,,,,,,,,,,
T-J00616,,,,,,,,,,,,,,,,,,,,
T-J00617,,,,,,,,,,,,,,,,,,,,
T-J00618,,,,,,,,,,,,,,,,,,,,
T-J00619,,,,,,,,,,,,,,,,,,,,
T-J00620,,,,,,,,,,,,,,,,,,,,
T-J00621,,,,,,,,,,,,,,,,,,,,
T-J00622,,,,,,,,,,,,,,,,,,,,
T-J00623,,,,,,,,,,,,,,,,,,,,
T-J00624,,,,,,,,,,,,,,,,,,,,
T-J00625,,,,,,,,,,,,,,,,,,,,
T-J00626,,,,,,,,,,,,,,,,,,,,
T-J00627,,,,,,,,,,,,,,,,,,,,
T-J00628,,,,,,,,,,,,,,,,,,,,
T-J00629,,,,,,,,,,,,,,,,,,,,
T-J00630,,,,,,,,,,,,,,,,,,,,
T-J00631,,,,,,,,,,,,,,,,,,,,
T-J00632,,,,,,,,,,,,,,,,,,,,
T-J00633,,,,,,,,,,,,,,,,,,,,
T-J00634,,,,,,,,,,,,,,,,,,,,
T-J00635,,,,,,,,,,,,,,,,,,,,
T-J00636,,,,,,,,,,,,,,,,,,,,
T-J00637,,,,,,,,,,,,,,,,,,,,
T-J00638,,,,,,,,,,,,,,,,,,,,
T-J00639,,,,,,,,,,,,,,,,,,,,
T-J00640,,,,,,,,,,,,,,,,,,,,
T-J00641,,,,,,,,,,,,,,,,,,,,
T-J00642,,,,,,,,,,,,,,,,,,,,
T-J00643,,,,,,,,,,,,,,,,,,,,
T-J00644,,,,,,,,,,,,,,,,,,,,
T-J00645,,,,,,,,,,,,,,,,,,,,
T-J00646,,,,,,,,,,,,,,,,,,,,
T-J00647,,,,,,,,,,,,,,,,,,,,
T-J00648,,,,,,,,,,,,,,,,,,,,
T-J00649,,,,,,,,,,,,,,,,,,,,
T-J00650,,,,,,,,,,,,,,,,,,,,
T-J00651,,,,,,,,,,,,,,,,,,,,
T-J00652,,,,,,,,,,,,,,,,,,,,
T-J00653,,,,,,,,,,,,,,,,,,,,
T-J00654,,,,,,,,,,,,,,,,,,,,
T-J00655,,,,,,,,,,,,,,,,,,,,
T-J00656,,,,,,,,,,,,,,,,,,,,
T-J00657,,,,,,,,,,,,,,,,,,,,
T-J00658,,,,,,,,,,,,,,,,,,,,
T-J00659,,,,,,,,,,,,,,,,,,,,
T-J00660,,,,,,,,,,,,,,,,,,,,
T-J00661,,,,,,,,,,,,,,,,,,,,
T-J00662,,,,,,,,,,,,,,,,,,,,
T-J00663,,,,,,,,,,,,,,,,,,,,
T-J00664,,,,,,,,,,,,,,,,,,,,
T-J00665,,,,,,,,,,,,,,,,,,,,
T-J00666,,,,,,,,,,,,,,,,,,,,
T-J00667,,,,,,,,,,,,,,,,,,,,
T-J00668,,,,,,,,,,,,,,,,,,,,
T-J00669,,,,,,,,,,,,,,,,,,,,
T-J00670,,,,,,,,,,,,,,,,,,,,
T-J00671,,,,,,,,,,,,,,,,,,,,
T-J00672,,,,,,,,,,,,,,,,,,,,
T-J00673,,,,,,,,,,,,,,,,,,,,
T-J00674,,,,,,,,,,,,,,,,,,,,
T-J00675,,,,,,,,,,,,,,,,,,,,
T-J00676,,,,,,,,,,,,,,,,,,,,
T-J00677,,,,,,,,,,,,,,,,,,,,
T-J00678,,,,,,,,,,,,,,,,,,,,
T-J00679,,,,,,,,,,,,,,,,,,,,
T-J00680,,,,,,,,,,,,,,,,,,,,
T-J00681,,,,,,,,,,,,,,,,,,,,
T-J00682,,,,,,,,,,,,,,,,,,,,
T-J00683,,,,,,,,,,,,,,,,,,,,
T-J00684,,,,,,,,,,,,,,,,,,,,
T-J00685,,,,,,,,,,,,,,,,,,,,
T-J00686,,,,,,,,,,,,,,,,,,,,
T-J00687,,,,,,,,,,,,,,,,,,,,
T-J00688,,,,,,,,,,,,,,,,,,,,
T-J00689,,,,,,,,,,,,,,,,,,,,
T-J00690,,,,,,,,,,,,,,,,,,,,
T-J00691,,,,,,,,,,,,,,,,,,,,
T-J00692,,,,,,,,,,,,,,,,,,,,
T-J00693,,,,,,,,,,,,,,,,,,,,
T-J00694,,,,,,,,,,,,,,,,,,,,
T-J00695,,,,,,,,,,,,,,,,,,,,
T-J00696,,,,,,,,,,,,,,,,,,,,
T-J00697,,,,,,,,,,,,,,,,,,,,
T-J00698,,,,,,,,,,,,,,,,,,,,
T-J00699,,,,,,,,,,,,,,,,,,,,
T-J00700,,,,,,,,,,,,,,,,,,,,
